blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
bnb,L1,4545,2023-06-26,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-26,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,373,2023-06-26,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1306,2023-06-26,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11741,2023-06-26,all,False,,,Other EVMs,,All
zora,L2,13,2023-06-25,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2300,2023-06-25,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,447,2023-06-25,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,461,2023-06-25,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-25,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1586,2023-06-25,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10539,2023-06-25,l1s,False,,,Other EVMs,,L1s
gnosis,L1,126,2023-06-25,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,268,2023-06-25,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3897,2023-06-25,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,75,2023-06-25,celo,False,,,Other EVMs,,Celo
bnb,L1,4542,2023-06-25,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-25,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,367,2023-06-25,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1300,2023-06-25,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11686,2023-06-25,all,False,,,Other EVMs,,All
zora,L2,13,2023-06-24,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2281,2023-06-24,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,437,2023-06-24,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,451,2023-06-24,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-24,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1589,2023-06-24,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10579,2023-06-24,l1s,False,,,Other EVMs,,L1s
gnosis,L1,126,2023-06-24,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,265,2023-06-24,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3934,2023-06-24,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,74,2023-06-24,celo,False,,,Other EVMs,,Celo
bnb,L1,4567,2023-06-24,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-24,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,364,2023-06-24,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1309,2023-06-24,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11733,2023-06-24,all,False,,,Other EVMs,,All
zora,L2,12,2023-06-23,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2329,2023-06-23,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,446,2023-06-23,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,460,2023-06-23,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-23,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1609,2023-06-23,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10726,2023-06-23,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-06-23,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,266,2023-06-23,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3994,2023-06-23,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,74,2023-06-23,celo,False,,,Other EVMs,,Celo
bnb,L1,4626,2023-06-23,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-23,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,370,2023-06-23,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1327,2023-06-23,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11896,2023-06-23,all,False,,,Other EVMs,,All
zora,L2,8,2023-06-22,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2361,2023-06-22,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,447,2023-06-22,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,457,2023-06-22,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-22,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1627,2023-06-22,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10857,2023-06-22,l1s,False,,,Other EVMs,,L1s
gnosis,L1,133,2023-06-22,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,272,2023-06-22,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4041,2023-06-22,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,76,2023-06-22,celo,False,,,Other EVMs,,Celo
bnb,L1,4679,2023-06-22,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-22,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,373,2023-06-22,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1350,2023-06-22,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12041,2023-06-22,all,False,,,Other EVMs,,All
zora,L2,5,2023-06-21,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2383,2023-06-21,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,443,2023-06-21,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,450,2023-06-21,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-21,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1629,2023-06-21,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10964,2023-06-21,l1s,False,,,Other EVMs,,L1s
gnosis,L1,133,2023-06-21,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,278,2023-06-21,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4069,2023-06-21,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,75,2023-06-21,celo,False,,,Other EVMs,,Celo
bnb,L1,4738,2023-06-21,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-21,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,382,2023-06-21,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1359,2023-06-21,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12140,2023-06-21,all,False,,,Other EVMs,,All
zora,L2,4,2023-06-20,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2389,2023-06-20,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,463,2023-06-20,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,469,2023-06-20,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-20,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1659,2023-06-20,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11044,2023-06-20,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2023-06-20,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,274,2023-06-20,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4080,2023-06-20,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,75,2023-06-20,celo,False,,,Other EVMs,,Celo
bnb,L1,4801,2023-06-20,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-20,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,383,2023-06-20,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1376,2023-06-20,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12248,2023-06-20,all,False,,,Other EVMs,,All
zora,L2,4,2023-06-19,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2401,2023-06-19,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,455,2023-06-19,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,461,2023-06-19,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-19,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1650,2023-06-19,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11061,2023-06-19,l1s,False,,,Other EVMs,,L1s
gnosis,L1,135,2023-06-19,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,275,2023-06-19,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4079,2023-06-19,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-06-19,celo,False,,,Other EVMs,,Celo
bnb,L1,4809,2023-06-19,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-19,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,388,2023-06-19,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1375,2023-06-19,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12250,2023-06-19,all,False,,,Other EVMs,,All
zora,L2,3,2023-06-18,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2365,2023-06-18,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,441,2023-06-18,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,446,2023-06-18,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-18,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1639,2023-06-18,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11023,2023-06-18,l1s,False,,,Other EVMs,,L1s
gnosis,L1,131,2023-06-18,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,276,2023-06-18,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4041,2023-06-18,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,69,2023-06-18,celo,False,,,Other EVMs,,Celo
bnb,L1,4826,2023-06-18,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-18,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,381,2023-06-18,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1374,2023-06-18,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12205,2023-06-18,all,False,,,Other EVMs,,All
zora,L2,3,2023-06-17,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2363,2023-06-17,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,438,2023-06-17,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,443,2023-06-17,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-17,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1650,2023-06-17,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11072,2023-06-17,l1s,False,,,Other EVMs,,L1s
gnosis,L1,137,2023-06-17,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,277,2023-06-17,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4071,2023-06-17,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,69,2023-06-17,celo,False,,,Other EVMs,,Celo
bnb,L1,4853,2023-06-17,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-17,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,387,2023-06-17,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1390,2023-06-17,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12256,2023-06-17,all,False,,,Other EVMs,,All
zora,L2,2,2023-06-16,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2412,2023-06-16,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,438,2023-06-16,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,442,2023-06-16,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-16,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1668,2023-06-16,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11212,2023-06-16,l1s,False,,,Other EVMs,,L1s
gnosis,L1,143,2023-06-16,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,286,2023-06-16,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4119,2023-06-16,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,70,2023-06-16,celo,False,,,Other EVMs,,Celo
bnb,L1,4900,2023-06-16,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-16,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,395,2023-06-16,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1413,2023-06-16,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12410,2023-06-16,all,False,,,Other EVMs,,All
zora,L2,2,2023-06-15,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2422,2023-06-15,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,436,2023-06-15,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,440,2023-06-15,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-15,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1672,2023-06-15,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11311,2023-06-15,l1s,False,,,Other EVMs,,L1s
gnosis,L1,146,2023-06-15,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,285,2023-06-15,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4154,2023-06-15,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-06-15,celo,False,,,Other EVMs,,Celo
bnb,L1,4947,2023-06-15,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-15,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,393,2023-06-15,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1418,2023-06-15,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12515,2023-06-15,all,False,,,Other EVMs,,All
zora,L2,2,2023-06-14,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2438,2023-06-14,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,425,2023-06-14,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,427,2023-06-14,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-14,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1656,2023-06-14,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11396,2023-06-14,l1s,False,,,Other EVMs,,L1s
gnosis,L1,142,2023-06-14,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,286,2023-06-14,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4198,2023-06-14,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,63,2023-06-14,celo,False,,,Other EVMs,,Celo
bnb,L1,4978,2023-06-14,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,390,2023-06-14,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1411,2023-06-14,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12595,2023-06-14,all,False,,,Other EVMs,,All
polygon,L1,2455,2023-06-13,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,424,2023-06-13,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,424,2023-06-13,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-13,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1669,2023-06-13,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11542,2023-06-13,l1s,False,,,Other EVMs,,L1s
gnosis,L1,142,2023-06-13,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,288,2023-06-13,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4264,2023-06-13,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,62,2023-06-13,celo,False,,,Other EVMs,,Celo
bnb,L1,5051,2023-06-13,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,387,2023-06-13,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1423,2023-06-13,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12752,2023-06-13,all,False,,,Other EVMs,,All
polygon,L1,2459,2023-06-12,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,421,2023-06-12,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,421,2023-06-12,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-12,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1688,2023-06-12,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11636,2023-06-12,l1s,False,,,Other EVMs,,L1s
gnosis,L1,142,2023-06-12,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,292,2023-06-12,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4292,2023-06-12,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,63,2023-06-12,celo,False,,,Other EVMs,,Celo
bnb,L1,5099,2023-06-12,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,391,2023-06-12,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1442,2023-06-12,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12867,2023-06-12,all,False,,,Other EVMs,,All
polygon,L1,2411,2023-06-11,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,415,2023-06-11,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,415,2023-06-11,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-11,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1670,2023-06-11,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11610,2023-06-11,l1s,False,,,Other EVMs,,L1s
gnosis,L1,142,2023-06-11,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,286,2023-06-11,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4275,2023-06-11,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,59,2023-06-11,celo,False,,,Other EVMs,,Celo
bnb,L1,5120,2023-06-11,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,382,2023-06-11,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1425,2023-06-11,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12835,2023-06-11,all,False,,,Other EVMs,,All
polygon,L1,2421,2023-06-10,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,412,2023-06-10,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,412,2023-06-10,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-10,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1679,2023-06-10,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11729,2023-06-10,l1s,False,,,Other EVMs,,L1s
gnosis,L1,141,2023-06-10,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,284,2023-06-10,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4347,2023-06-10,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,60,2023-06-10,celo,False,,,Other EVMs,,Celo
bnb,L1,5155,2023-06-10,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,383,2023-06-10,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1432,2023-06-10,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,12966,2023-06-10,all,False,,,Other EVMs,,All
polygon,L1,2453,2023-06-09,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,417,2023-06-09,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,417,2023-06-09,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-09,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1727,2023-06-09,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11934,2023-06-09,l1s,False,,,Other EVMs,,L1s
gnosis,L1,142,2023-06-09,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,288,2023-06-09,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4449,2023-06-09,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,61,2023-06-09,celo,False,,,Other EVMs,,Celo
bnb,L1,5233,2023-06-09,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,384,2023-06-09,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1475,2023-06-09,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13211,2023-06-09,all,False,,,Other EVMs,,All
polygon,L1,2458,2023-06-08,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,414,2023-06-08,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,414,2023-06-08,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-08,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1765,2023-06-08,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,12062,2023-06-08,l1s,False,,,Other EVMs,,L1s
gnosis,L1,146,2023-06-08,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,293,2023-06-08,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4498,2023-06-08,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,61,2023-06-08,celo,False,,,Other EVMs,,Celo
bnb,L1,5300,2023-06-08,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,390,2023-06-08,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1516,2023-06-08,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13366,2023-06-08,all,False,,,Other EVMs,,All
polygon,L1,2456,2023-06-07,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,417,2023-06-07,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,417,2023-06-07,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-07,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1790,2023-06-07,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,12181,2023-06-07,l1s,False,,,Other EVMs,,L1s
gnosis,L1,148,2023-06-07,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,296,2023-06-07,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4523,2023-06-07,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,61,2023-06-07,celo,False,,,Other EVMs,,Celo
bnb,L1,5392,2023-06-07,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,392,2023-06-07,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1539,2023-06-07,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13505,2023-06-07,all,False,,,Other EVMs,,All
polygon,L1,2461,2023-06-06,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,412,2023-06-06,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,412,2023-06-06,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-06,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1833,2023-06-06,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,12241,2023-06-06,l1s,False,,,Other EVMs,,L1s
gnosis,L1,145,2023-06-06,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,292,2023-06-06,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4540,2023-06-06,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,59,2023-06-06,celo,False,,,Other EVMs,,Celo
bnb,L1,5422,2023-06-06,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,389,2023-06-06,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1585,2023-06-06,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13595,2023-06-06,all,False,,,Other EVMs,,All
polygon,L1,2446,2023-06-05,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,413,2023-06-05,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,413,2023-06-05,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-05,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1877,2023-06-05,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,12303,2023-06-05,l1s,False,,,Other EVMs,,L1s
gnosis,L1,147,2023-06-05,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,292,2023-06-05,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4539,2023-06-05,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,58,2023-06-05,celo,False,,,Other EVMs,,Celo
bnb,L1,5487,2023-06-05,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,399,2023-06-05,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1635,2023-06-05,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13692,2023-06-05,all,False,,,Other EVMs,,All
polygon,L1,2372,2023-06-04,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,397,2023-06-04,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,397,2023-06-04,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-04,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1827,2023-06-04,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11946,2023-06-04,l1s,False,,,Other EVMs,,L1s
gnosis,L1,146,2023-06-04,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,283,2023-06-04,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4396,2023-06-04,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,56,2023-06-04,celo,False,,,Other EVMs,,Celo
bnb,L1,5324,2023-06-04,bnb,False,,,Other EVMs,,BNB
avalanche_c,L1,385,2023-06-04,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1593,2023-06-04,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13301,2023-06-04,all,False,,,Other EVMs,,All
polygon,L1,2332,2023-06-03,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,390,2023-06-03,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,390,2023-06-03,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-03,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1789,2023-06-03,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,11700,2023-06-03,l1s,False,,,Other EVMs,,L1s
gnosis,L1,141,2023-06-03,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,277,2023-06-03,fantom,False,,,Other EVMs,,Fantom
